frame,cam_frame,time_s,fps,latency_ms,v_cmd,omega_cmd,x,y,yaw_deg,v_meas,dist_goal,n_ob,bump
32,55,4.942,9.23,71.83,-0.03,-0.0011,0,0,0,0,16,68,
33,56,5.112,8.9,63.35,-0.03,0.0076,0,0,0,0,16,68,
34,56,5.175,9.59,62.9,-0.03,0.0163,0,0,0,0,16,66,
35,58,5.374,9.13,74.65,-0.03,0.025,0,0,0,0,16,66,
36,59,5.448,9.59,73.08,-0.03,0.0337,0,0,0,0,16,67,
37,60,5.623,9.2,74.68,-0.03,-0.0275,0,0,0,0,16,68,
38,61,5.703,9.53,79.32,-0.03,-0.0188,0,0,0,0,16,69,
39,63,5.891,9.11,72.7,-0.03,-0.0101,0,0,0,0,16,65,
40,64,5.968,9.5,76.78,-0.03,-0.0014,0,0,0,0,16,64,
41,65,6.147,9.11,80.36,-0.03,0.0073,0,0,0,0,16,69,
42,66,6.224,9.5,77.03,-0.03,0.016,0,0,0,0,16,69,
43,68,6.414,9.07,73.16,-0.03,0.0247,0,0,0,0,16,65,
44,69,6.485,9.57,71.1,-0.03,0.0334,0,0,0,0,16,70,
45,70,6.664,9.17,74.96,-0.03,-0.0277,0,0,0,0,16,65,
46,71,6.75,9.42,85.57,-0.03,-0.019,0,0,0,0,16,67,
47,73,6.941,9,74.51,-0.03,-0.0103,0,0,0,0,16,64,
48,73,6.999,9.81,58.26,-0.03,-0.0017,0,0,0,0,16,67,
49,75,7.203,9.32,76.39,-0.03,0.007,0,0,0,0,16,66,
50,76,7.285,9.61,81.36,-0.03,0.0157,0,0,0,0,16,68,
51,77,7.464,9.21,75.16,-0.03,0.0244,0,0,0,0,16,70,
52,78,7.545,9.53,80.4,-0.03,0.0331,0,0,0,0,16,70,
53,80,7.741,9.09,79.04,-0.03,-0.028,0,0,0,0,16,67,
54,81,7.82,9.45,78.41,-0.03,-0.0193,0,0,0,0,16,65,
55,83,8.01,9.03,75.44,-0.03,-0.0106,0,0,0,0,16,65,
56,83,8.079,9.58,68.45,-0.03,-0.0019,0,0,0,0,16,65,
57,85,8.276,9.13,78.26,-0.03,0.0068,0,0,0,0,16,66,
58,86,8.352,9.53,76.37,-0.03,0.0155,0,0,0,0,16,65,
59,87,8.523,9.16,63,-0.03,0.0241,0,0,0,0,16,66,
60,88,8.6,9.55,76.62,-0.03,0.0328,0,0,0,0,16,66,
61,90,8.802,9.09,85.1,-0.03,-0.0283,0,0,0,0,16,66,
62,91,8.882,9.44,79.07,-0.03,-0.0196,0,0,0,0,16,68,
63,92,9.056,9.07,61.91,-0.03,-0.0109,0,0,0,0,16,66,
64,93,9.134,9.43,78.48,-0.03,-0.0022,0,0,0,0,16,66,
65,95,9.333,8.99,79.51,-0.03,0.0065,0,0,0,0,16,70,
66,96,9.411,9.39,77.11,-0.03,0.0152,0,0,0,0,16,63,
67,97,9.579,9.04,55.11,-0.03,0.0239,0,0,0,0,16,68,
68,98,9.659,9.39,79.96,-0.03,0.0326,0,0,0,0,16,67,
69,100,9.861,8.94,75.93,-0.03,-0.0286,0,0,0,0,16,65,
70,101,9.934,9.43,72.39,-0.03,-0.0199,0,0,0,0,16,65,
71,102,10.107,9.06,72.43,0.1,-0.0112,-0.001,0,1.79,-0.016,16.001,64,
72,103,10.192,9.33,84.84,0.1,-0.0025,-0.002,0,2.26,-0.022,16.002,67,
73,105,10.414,8.85,90.82,0,-0.0636,-0.01,-0.001,6.69,-0.03,16.01,66,
74,106,10.541,8.75,126.39,0,-0.0549,-0.01,-0.001,6.69,-0.03,16.01,70,
75,108,10.79,8.28,87.74,-0.019,-0.116,-0.01,-0.001,12.85,0.011,16.01,64,
76,109,10.874,8.63,84.36,-0.025,-0.1073,-0.009,-0.001,13.04,0.005,16.009,70,
77,110,11.055,8.32,75.1,-0.027,-0.0986,-0.009,0,12.76,0.003,16.009,70,
78,111,11.13,8.81,75.68,-0.028,-0.09,-0.009,0,12.76,0.002,16.009,70,
79,113,11.325,8.44,74.97,-0.03,-0.0813,-0.009,0,12.76,0,16.009,70,
80,114,11.396,9.01,70.29,-0.03,-0.0726,-0.009,0,12.76,0,16.009,70,
81,115,11.585,8.64,72.85,-0.03,-0.1337,-0.009,0,12.76,0,16.009,70,
82,116,11.667,9.01,81.09,-0.03,-0.125,-0.009,0,12.76,0,16.009,70,
83,118,11.864,8.61,79.27,-0.03,-0.1163,-0.009,0,12.76,0,16.009,70,
84,119,11.946,8.96,82.48,-0.03,-0.1076,-0.009,0,12.73,0,16.009,70,
85,120,12.124,8.63,75.69,0.1,-0.0989,-0.009,0,10.69,-0.004,16.009,70,
86,121,12.206,8.98,82.45,0.1,-0.0902,-0.009,0,9.38,-0.006,16.009,70,
87,123,12.406,8.58,78.96,0.1,-0.0117,-0.014,-0.001,1.61,-0.023,16.014,70,
88,124,12.485,9,78.18,-0.005,-0.003,-0.015,-0.001,0,-0.035,16.015,70,
89,125,12.665,8.65,73.76,0.1,0.0755,-0.019,0,-11.17,-0.014,16.019,66,
90,126,12.743,9.07,78.03,-0.033,0.0842,-0.019,0,-12.86,-0.003,16.019,62,
91,128,12.939,8.67,66.02,0.1,0.1627,-0.013,-0.002,-17.87,0.043,16.013,70,
92,128,13.007,9.26,67.34,0.1,0.1714,-0.013,-0.002,-17.87,0.043,16.013,70,
93,130,13.2,8.86,66.48,-0.011,0.1801,-0.009,-0.003,-18.73,0.019,16.009,70,
94,131,13.28,9.21,80.27,-0.017,0.1887,-0.009,-0.003,-18.72,0.013,16.009,70,
95,132,13.47,8.82,80.11,-0.027,0.1276,-0.008,-0.004,-18.73,0.003,16.008,70,
96,133,13.529,9.64,58.57,-0.027,0.1363,-0.008,-0.004,-18.73,0.003,16.008,70,
97,134,13.759,9.11,95.98,-0.029,0.145,-0.007,-0.004,-18.73,0.001,16.007,70,
98,135,13.844,9.37,84.96,-0.03,0.1537,-0.007,-0.004,-18.7,0,16.007,70,
99,137,14.063,8.89,78.23,-0.03,0.1624,-0.007,-0.004,-18.57,0,16.007,66,
100,138,14.146,9.2,83.57,-0.03,0.1711,-0.007,-0.004,-18.49,0,16.007,69,
101,140,14.365,8.74,82.42,0.1,0.11,-0.003,-0.005,-16.63,0.037,16.003,68,
102,141,14.444,9.12,79.09,-0.029,0.1187,0.002,-0.007,-15.37,0.061,15.998,67,
103,143,14.634,8.74,72.33,-0.005,0.1274,0.01,-0.009,-13.35,0.085,15.99,70,
104,143,14.708,9.23,73.12,0.1,0.136,0.014,-0.01,-13.01,0.099,15.986,70,
105,145,14.918,8.78,82.52,0.1,0.0749,0.036,-0.014,-11.99,0.103,15.964,70,
106,146,15.018,8.9,100.41,-0.007,0.0836,0.04,-0.015,-11.71,0.083,15.96,70,
107,148,15.227,8.49,80.31,0.1,0.0923,0.047,-0.017,-11.64,0.032,15.953,70,
108,149,15.31,8.85,82.43,-0.014,0.101,0.049,-0.017,-11.64,0.016,15.951,70,
109,151,15.536,8.4,101.73,-0.025,0.1097,0.05,-0.017,-11.64,0.005,15.95,70,
110,152,15.659,8.38,121.92,-0.026,0.1184,0.05,-0.017,-11.64,0.004,15.95,70,
111,153,15.915,7.93,107.89,-0.029,0.1271,0.05,-0.017,-11.55,0.001,15.95,70,
112,154,16.057,7.84,142.07,-0.03,0.066,0.05,-0.017,-11.57,0,15.95,70,
113,156,16.312,7.45,91.11,-0.03,0.0746,0.05,-0.017,-11.53,0,15.95,70,
114,157,16.397,7.88,84.7,-0.03,0.0833,0.05,-0.017,-11.53,0,15.95,70,
115,159,16.606,7.58,80.34,-0.03,0.092,0.05,-0.017,-11.53,0,15.95,70,
116,160,16.677,8.23,70.73,-0.03,0.1007,0.05,-0.017,-11.53,0,15.95,70,
117,161,16.871,7.92,78.97,-0.03,0.1094,0.05,-0.017,-11.53,0,15.95,70,
118,162,16.949,8.41,77.83,-0.03,0.1181,0.05,-0.017,-11.53,0,15.95,70,
119,164,17.188,7.99,93.53,-0.03,0.1268,0.05,-0.017,-11.53,0,15.95,70,
120,165,17.261,8.55,73.06,-0.03,0.0657,0.05,-0.017,-11.53,0,15.95,70,
121,166,17.454,8.21,74.73,-0.03,0.0744,0.05,-0.017,-11.53,0,15.95,70,
122,167,17.522,8.87,67.44,-0.03,0.0831,0.05,-0.017,-11.53,0,15.95,70,
123,168,17.701,8.54,71.29,-0.03,0.0918,0.05,-0.017,-11.53,0,15.95,70,
124,169,17.82,8.53,118.79,-0.03,0.1004,0.05,-0.017,-11.53,0,15.95,70,
125,171,18.037,8.14,88.95,-0.03,0.1091,0.05,-0.017,-11.53,0,15.95,70,
126,172,18.113,8.64,75.44,-0.03,0.1178,0.05,-0.017,-11.53,0,15.95,70,
127,173,18.302,8.31,78.22,-0.03,0.1265,0.05,-0.017,-11.53,0,15.95,70,
128,173,18.36,9.21,57.44,-0.03,0.0654,0.05,-0.017,-11.53,0,15.95,70,
129,175,18.547,8.82,65.14,-0.03,0.0741,0.05,-0.017,-11.53,0,15.95,70,
130,175,18.607,9.61,59.42,-0.03,0.0828,0.05,-0.017,-11.53,0,15.95,70,
131,177,18.82,9.12,83.35,-0.03,0.0915,0.05,-0.017,-11.53,0,15.95,70,
132,178,18.905,9.39,84.4,-0.03,0.1002,0.05,-0.017,-11.53,0,15.95,70,
133,180,19.122,8.91,80.95,-0.03,0.1089,0.05,-0.017,-11.53,0,15.95,70,
134,181,19.208,9.18,85.83,-0.03,0.1176,0.05,-0.017,-11.53,0,15.95,70,
135,182,19.396,8.8,80.24,-0.03,0.1262,0.05,-0.017,-11.53,0,15.95,70,
136,183,19.477,9.15,81.02,-0.03,0.0651,0.05,-0.017,-11.53,0,15.95,70,
137,185,19.685,8.71,80.64,-0.03,0.0738,0.05,-0.017,-11.53,0,15.95,70,
138,186,19.765,9.09,79.95,-0.03,0.0825,0.05,-0.017,-11.53,0,15.95,70,
139,188,19.974,8.66,83.42,-0.03,0.0912,0.05,-0.017,-11.48,0,15.95,70,
140,189,20.068,8.86,93.47,-0.03,0.0999,0.05,-0.017,-11.45,0,15.95,70,
141,190,20.258,8.5,79.86,-0.03,0.1086,0.05,-0.017,-11.39,0,15.95,70,
142,191,20.345,8.8,87.05,-0.03,0.1173,0.05,-0.017,-11.39,0,15.95,70,
143,193,20.592,8.32,82.44,-0.03,0.126,0.05,-0.017,-11.39,0,15.95,70,
144,194,20.674,8.71,82.03,-0.03,0.0649,0.05,-0.017,-11.39,0,15.95,70,
145,196,20.882,8.32,84.14,-0.03,0.0735,0.05,-0.017,-11.37,0,15.95,70,
146,197,20.99,8.42,107.08,-0.03,0.0822,0.05,-0.017,-11.15,0,15.95,70,
147,198,21.174,8.12,68.56,0.1,0.0909,0.049,-0.017,-9.62,-0.016,15.951,70,
148,199,21.255,8.54,80.6,-0.003,0.0996,0.046,-0.017,-8.4,-0.033,15.954,70,
149,201,21.468,8.16,84.58,-0.025,0.0385,0.037,-0.016,-5.01,-0.055,15.963,67,
150,202,21.541,8.71,73.16,-0.027,0.0472,0.034,-0.015,-4.11,-0.057,15.966,66,
151,203,21.719,8.4,72.83,-0.016,-0.0139,0.029,-0.015,-1.64,-0.046,15.971,65,
152,204,21.806,8.7,87.81,-0.002,-0.0052,0.027,-0.015,-1.56,-0.032,15.973,65,
153,206,22.037,8.26,100.27,0.1,0.0035,0.024,-0.015,-1.97,-0.005,15.976,70,
154,207,22.12,8.64,83.07,0.1,0.0121,0.024,-0.015,-1.97,-0.005,15.976,69,
155,208,22.319,8.28,91.7,-0.031,0.0208,0.024,-0.015,-2.03,-0.001,15.976,64,
156,209,22.419,8.45,99.72,-0.031,0.0295,0.023,-0.015,-2.03,-0.001,15.977,65,
157,211,22.722,7.93,125.43,-0.03,0.0382,0.023,-0.015,-2.03,0,15.977,67,
158,212,22.854,7.9,132.12,-0.03,0.0469,0.023,-0.015,-2.03,0,15.977,70,
159,214,23.208,7.39,150.9,-0.03,-0.0142,0.023,-0.015,-2.03,0,15.977,66,
160,215,23.311,7.62,102.74,-0.03,-0.0055,0.023,-0.015,-2.03,0,15.977,70,
161,217,23.541,7.29,96.67,-0.03,0.0032,0.023,-0.015,-2.03,0,15.977,68,
162,218,23.63,7.69,88.28,-0.03,0.0119,0.023,-0.015,-2.03,0,15.977,68,
163,219,23.835,7.41,82.94,-0.03,0.0206,0.023,-0.015,-2.03,0,15.977,63,
164,220,23.915,7.91,80.37,-0.03,0.0293,0.023,-0.015,-2.03,0,15.977,63,
165,222,24.139,7.57,80.76,-0.03,0.0379,0.023,-0.015,-2.03,0,15.977,64,
166,223,24.222,8.01,83.05,-0.03,0.0466,0.023,-0.015,-2.03,0,15.977,67,
167,224,24.449,7.65,95.16,-0.03,-0.0145,0.023,-0.015,-2.03,0,15.977,63,
168,225,24.534,8.06,84.95,-0.03,-0.0058,0.023,-0.015,-2.03,0,15.977,64,
169,227,24.726,7.78,70.26,-0.03,0.0029,0.023,-0.015,-2.03,0,15.977,65,
170,228,24.797,8.4,70.5,-0.03,0.0116,0.023,-0.015,-2.03,0,15.977,64,
171,229,24.97,8.14,61.87,-0.03,0.0203,0.023,-0.015,-2.03,0,15.977,63,
172,229,25.047,8.63,75.82,-0.03,0.029,0.023,-0.015,-2.03,0,15.977,65,
173,231,25.237,8.3,65.79,-0.03,0.0377,0.023,-0.015,-1.92,0,15.977,68,
174,231,25.295,9.19,57.78,-0.03,0.0464,0.023,-0.015,-1.74,0,15.977,66,
175,233,25.504,8.75,83.82,-0.001,-0.0148,0.027,-0.015,0,0.029,15.973,70,
176,234,25.583,9.15,78.54,0.1,-0.0061,0.029,-0.015,0,0.035,15.971,66,
177,236,25.784,8.73,75.03,0.1,0.0026,0.032,-0.015,3.81,0.04,15.968,68,
178,237,25.871,9,86.79,0.1,-0.0585,0.036,-0.015,4.78,0.035,15.964,68,
179,238,26.08,8.58,100.89,-0.022,-0.0498,0.039,-0.014,5.58,0.008,15.961,64,
180,239,26.157,9.03,76.51,-0.022,-0.0411,0.039,-0.014,5.58,0.008,15.961,64,
181,241,26.359,8.62,79.11,-0.012,-0.0324,0.041,-0.014,6.62,0.018,15.959,66,
182,242,26.439,9,80.23,-0.006,-0.0237,0.042,-0.014,7.07,0.024,15.958,70,
183,243,26.625,8.64,76.99,0.1,-0.0848,0.048,-0.013,9.39,0.049,15.952,70,
184,244,26.703,9.04,78.81,0.1,-0.0762,0.048,-0.013,9.39,0.049,15.952,70,
185,246,26.913,8.62,85.5,0.1,-0.1373,0.067,-0.008,17.78,0.093,15.933,70,
186,247,26.989,9.07,76.1,0.1,-0.1286,0.072,-0.006,18.92,0.102,15.928,70,
187,249,27.201,8.63,88.62,-0.024,-0.1897,0.083,-0.002,20.88,0.126,15.917,62,
188,249,27.271,9.2,69.82,-0.012,-0.181,0.096,0.003,23.81,0.138,15.904,60,
189,251,27.466,8.79,75.29,-0.007,-0.2421,0.122,0.016,25.54,0.143,15.878,64,
190,252,27.552,9.08,85.13,-0.012,-0.2334,0.128,0.019,25.71,0.138,15.872,61,
191,253,27.733,8.73,60.58,-0.023,-0.2247,0.139,0.024,25.59,0.127,15.861,63,
192,254,27.816,9.04,83.8,-0.018,-0.2161,0.145,0.027,25.24,0.132,15.855,63,
193,256,28.012,8.65,77.19,0.1,-0.2074,0.172,0.039,23.28,0.153,15.828,63,
194,257,28.106,8.85,93.67,0.1,-0.1987,0.187,0.045,21.92,0.162,15.813,64,
195,259,28.296,8.49,69.84,0.1,-0.19,0.202,0.05,19.52,0.158,15.798,69,
196,260,28.386,8.75,90.27,-0.013,-0.1813,0.215,0.055,18.37,0.137,15.785,65,
197,261,28.57,8.42,77.65,0.1,-0.1726,0.231,0.06,16.42,0.098,15.769,70,
198,262,28.65,8.83,79.68,-0.006,-0.1639,0.235,0.061,15.83,0.084,15.765,70,
199,264,28.842,8.47,76.92,0.1,-0.0854,0.244,0.063,13.32,0.041,15.756,66,
200,265,28.913,9.03,70.59,-0.001,-0.1465,0.245,0.063,13.2,0.029,15.755,63,
201,266,29.111,8.63,90.14,-0.023,-0.1378,0.248,0.064,13.31,0.007,15.752,64,
202,267,29.187,9.09,75.37,-0.023,-0.1291,0.248,0.064,13.31,0.007,15.752,66,
203,269,29.394,8.67,83.07,-0.028,-0.1204,0.248,0.064,13.46,0.002,15.752,67,
204,270,29.474,9.04,80.22,-0.029,-0.1117,0.248,0.064,13.46,0.001,15.752,68,
205,271,29.708,8.57,78.2,0.1,-0.1031,0.248,0.064,12.65,-0.012,15.753,64,
206,272,29.786,8.99,77.97,0.1,-0.0944,0.245,0.063,10.38,-0.026,15.755,65,
207,274,29.982,8.6,74.49,0.1,-0.0857,0.241,0.063,9.26,-0.02,15.759,62,
208,275,30.063,8.97,81.04,0.1,-0.077,0.24,0.063,8.66,-0.01,15.76,61,
209,276,30.247,8.62,73.8,0.1,-0.0683,0.24,0.063,7.19,-0.007,15.761,62,
210,277,30.325,9.03,78.34,0.1,-0.0596,0.239,0.062,6.56,-0.005,15.761,61,
211,279,30.522,8.64,75.62,0.1,-0.0509,0.237,0.062,5.29,-0.007,15.763,62,
212,279,30.582,9.43,60.22,0.1,-0.0422,0.237,0.062,5.29,-0.005,15.763,60,
213,281,30.781,8.99,73.97,-0.033,-0.0335,0.237,0.062,5.21,-0.003,15.764,70,
214,282,30.867,9.25,85.88,-0.031,-0.0248,0.236,0.062,4.84,-0.001,15.764,68,
215,283,31.067,8.83,72.87,0.1,-0.0161,0.234,0.062,3.46,-0.008,15.766,63,
216,284,31.156,9.07,88.46,0.1,-0.0074,0.234,0.062,3.39,-0.006,15.766,63,
217,286,31.358,8.66,75.33,-0.032,0.0012,0.233,0.062,3.71,-0.002,15.767,63,
218,287,31.439,9.03,80.79,-0.031,-0.0599,0.233,0.062,3.67,-0.001,15.767,70,
219,288,31.624,8.67,77.26,-0.03,-0.0512,0.233,0.062,3.66,0,15.767,70,
220,289,31.701,9.08,77.67,-0.03,-0.0425,0.233,0.062,3.66,0,15.767,70,
221,291,31.903,8.67,78.21,-0.03,-0.0338,0.233,0.062,3.7,0,15.767,70,
222,292,31.99,8.95,87.08,-0.03,-0.0251,0.233,0.062,3.7,0,15.767,68,
223,293,32.191,8.55,86.94,-0.03,-0.0164,0.233,0.062,3.69,0,15.767,70,
224,294,32.267,9.02,75.73,-0.03,-0.0077,0.233,0.062,3.69,0,15.767,70,
225,296,32.475,8.6,83.88,-0.03,0.001,0.233,0.062,3.69,0,15.767,69,
226,297,32.563,8.87,87.71,-0.03,-0.0601,0.233,0.062,3.69,0,15.767,66,
227,298,32.767,8.48,86.97,-0.03,-0.0515,0.233,0.062,3.69,0,15.767,66,
228,299,32.835,9.09,68.33,-0.03,-0.0428,0.233,0.062,3.69,0,15.767,65,
229,300,33.041,8.67,68.91,-0.03,-0.0341,0.233,0.062,3.69,0,15.767,65,
230,300,33.104,9.39,62.86,-0.03,-0.0254,0.233,0.062,3.69,0,15.767,66,
231,302,33.316,8.92,78.46,-0.03,-0.0167,0.233,0.062,3.69,0,15.767,67,
232,303,33.398,9.24,81.99,-0.03,-0.008,0.233,0.062,3.69,0,15.767,66,
233,305,33.602,8.81,74.63,-0.03,0.0007,0.233,0.062,3.69,0,15.767,68,
234,305,33.675,9.31,72.19,-0.03,-0.0604,0.233,0.062,3.69,0,15.767,66,
235,307,33.886,8.85,80.87,-0.03,-0.0517,0.233,0.062,3.69,0,15.767,70,
236,308,33.985,8.97,98.84,-0.03,-0.043,0.233,0.062,3.69,0,15.767,69,
237,310,34.189,8.57,78.87,-0.03,-0.0343,0.233,0.062,3.69,0,15.767,69,
238,310,34.251,9.32,61.81,-0.03,-0.0257,0.233,0.062,3.69,0,15.767,69,
239,312,34.452,8.89,80.74,-0.03,-0.017,0.233,0.062,3.69,0,15.767,70,
240,313,34.547,9.05,94.68,-0.03,-0.0083,0.233,0.062,3.69,0,15.767,68,
241,314,34.76,8.62,68.04,-0.03,0.0004,0.233,0.062,3.69,0,15.767,70,
242,315,34.841,8.99,80.89,-0.03,-0.0607,0.233,0.062,3.69,0,15.767,70,
243,317,35.057,8.55,74.52,-0.03,-0.052,0.233,0.062,3.69,0,15.767,70,
244,317,35.12,9.3,62.01,-0.03,-0.0433,0.233,0.062,3.69,0,15.767,70,
245,319,35.318,8.88,74.19,-0.03,-0.0346,0.233,0.062,3.69,0,15.767,68,
246,320,35.403,9.17,84.72,-0.03,-0.0259,0.233,0.062,3.69,0,15.767,70,
247,322,35.605,8.75,79.35,-0.03,-0.0172,0.233,0.062,3.69,0,15.767,70,
248,322,35.664,9.56,58.94,-0.03,-0.0085,0.233,0.062,3.69,0,15.767,65,
249,324,35.878,9.07,82.94,-0.03,0.0001,0.233,0.062,3.69,0,15.767,68,
250,325,35.971,9.24,92.77,-0.03,-0.061,0.233,0.062,3.69,0,15.767,69,
251,327,36.28,8.64,117.64,-0.03,-0.0523,0.233,0.062,3.69,0,15.767,68,
252,328,36.401,8.6,120.51,-0.03,-0.0436,0.233,0.062,3.69,0,15.767,67,
253,330,36.729,8.05,179.58,-0.03,-0.0349,0.233,0.062,3.69,0,15.767,70,
254,331,36.818,8.37,88.76,-0.03,-0.0262,0.233,0.062,3.69,0,15.767,69,
255,332,37.066,7.93,97.72,-0.03,-0.0175,0.233,0.062,3.69,0,15.767,68,
256,333,37.167,8.12,101.68,-0.03,-0.0088,0.233,0.062,3.69,0,15.767,68,
257,335,37.37,7.8,76.15,-0.03,-0.0001,0.233,0.062,3.69,0,15.767,69,
258,336,37.45,8.28,79.55,-0.03,-0.0612,0.233,0.062,3.69,0,15.767,66,
259,337,37.64,7.97,70.36,-0.03,-0.0526,0.233,0.062,3.69,0,15.767,67,
260,339,37.784,7.87,143.28,-0.03,-0.0439,0.233,0.062,3.69,0,15.767,69,
261,340,38.029,7.49,99.06,-0.03,-0.0352,0.233,0.062,3.69,0,15.767,70,
262,341,38.151,7.57,121.54,-0.03,-0.0265,0.233,0.062,3.69,0,15.767,70,
263,343,38.352,7.31,76.52,-0.03,-0.0178,0.233,0.062,3.69,0,15.767,70,
264,344,38.439,7.72,87.22,-0.03,-0.0091,0.233,0.062,3.69,0,15.767,70,
265,346,38.688,7.35,87.64,-0.03,-0.0004,0.233,0.062,3.69,0,15.767,68,
266,347,38.789,7.61,99.65,-0.03,-0.0615,0.233,0.062,3.69,0,15.767,68,
267,348,39.014,7.29,83.12,-0.03,-0.0528,0.233,0.062,3.69,0,15.767,70,
268,349,39.122,7.49,108.39,-0.03,-0.0441,0.233,0.062,3.69,0,15.767,67,
269,351,39.332,7.21,75.7,-0.03,-0.0354,0.233,0.062,3.69,0,15.767,68,
270,352,39.411,7.75,79.31,-0.03,-0.0268,0.233,0.062,3.69,0,15.767,70,
271,353,39.625,7.44,76.68,-0.03,-0.0181,0.233,0.062,3.69,0,15.767,67,
272,354,39.698,8.06,73.36,-0.03,-0.0094,0.233,0.062,3.69,0,15.767,67,
273,355,39.885,7.79,63.4,-0.03,-0.0007,0.233,0.062,3.69,0,15.767,70,
274,356,39.938,8.88,53.48,-0.03,-0.0618,0.233,0.062,3.69,0,15.767,70,
275,357,40.147,8.47,89.2,-0.03,-0.0531,0.233,0.062,3.69,0,15.767,70,
276,358,40.232,8.79,85.2,-0.03,-0.0444,0.233,0.062,3.69,0,15.767,70,
277,360,40.43,8.42,74.76,-0.03,-0.0357,0.233,0.062,3.69,0,15.767,70,
278,361,40.53,8.58,99.28,-0.03,-0.027,0.233,0.062,3.69,0,15.767,69,
279,362,40.723,8.24,85.84,-0.03,-0.0183,0.233,0.062,3.69,0,15.767,68,
280,363,40.795,8.8,72.27,-0.03,-0.0096,0.233,0.062,3.69,0,15.767,70,
281,365,41.076,8.27,127.56,-0.03,-0.001,0.233,0.062,3.69,0,15.767,70,
282,366,41.231,8.09,154.88,-0.03,-0.0621,0.233,0.062,3.69,0,15.767,67,
283,368,41.604,7.55,152.92,-0.03,-0.0534,0.233,0.062,3.69,0,15.767,70,
284,369,41.768,7.4,164.43,-0.03,-0.0447,0.233,0.062,3.69,0,15.767,69,
285,371,42.13,6.94,137.59,-0.03,-0.036,0.233,0.062,3.69,0,15.767,67,
286,372,42.504,6.51,374.4,-0.03,-0.0273,0.233,0.062,3.69,0,15.767,70,
287,374,42.957,6.08,162.68,-0.03,-0.0186,0.233,0.062,3.69,0,15.767,70,
288,376,43.112,6.12,154.83,-0.03,-0.0099,0.233,0.062,3.69,0,15.767,66,
289,377,43.378,5.88,107.06,-0.03,-0.0012,0.233,0.062,3.69,0,15.767,67,
290,378,43.485,6.23,106.53,-0.03,-0.0624,0.233,0.062,3.68,0,15.767,68,
291,380,43.772,5.96,113.51,-0.03,-0.0537,0.233,0.062,3.66,0,15.767,70,
292,381,43.868,6.4,96.36,-0.03,-0.045,0.233,0.062,3.66,0,15.767,69,
293,382,44.072,6.25,60.83,-0.03,-0.0363,0.233,0.062,3.66,0,15.767,68,
294,383,44.153,6.86,80.51,-0.03,-0.0276,0.233,0.062,3.66,0,15.767,68,
295,385,44.37,6.64,82.53,-0.03,-0.0189,0.233,0.062,3.66,0,15.767,70,
296,386,44.453,7.19,82.33,-0.03,-0.0102,0.233,0.062,3.66,0,15.767,67,
