frame,cam_frame,time_s,fps,latency_ms,v_cmd,omega_cmd,x,y,yaw_deg,v_meas,dist_goal,n_ob,bump
39,62,7.447,7.63,74.54,0.300,-0.0101,0.000,0.000,0.00,0.000,16.000,60,on_bump
40,63,7.531,8.06,83.63,0.300,-0.0014,0.000,0.000,0.00,0.000,16.000,60,on_bump
41,65,7.806,7.62,102.17,0.300,0.0073,0.000,0.000,0.00,0.000,16.000,61,on_bump
42,65,7.872,8.37,65.94,0.300,0.0160,0.000,0.000,0.00,0.000,16.000,60,on_bump
43,67,8.098,7.97,80.85,0.300,0.0247,0.000,0.000,0.00,0.000,16.000,62,on_bump
44,68,8.195,8.21,96.83,0.300,0.0334,0.000,0.000,0.00,0.000,16.000,60,on_bump
45,69,8.506,7.71,144.83,0.300,-0.0277,0.000,0.000,0.00,0.000,16.000,60,on_bump
46,70,8.656,7.60,149.94,0.300,-0.0190,0.000,0.000,0.00,0.000,16.000,60,on_bump
47,72,9.001,7.13,196.09,0.300,-0.0103,0.000,0.000,0.00,0.000,16.000,61,on_bump
48,73,9.124,7.23,123.07,0.300,-0.0017,0.000,0.000,0.00,0.000,16.000,61,on_bump
49,75,9.592,6.72,173.67,0.300,0.0070,0.000,0.000,0.00,0.000,16.000,63,on_bump
50,76,9.776,6.59,183.47,0.300,0.0157,0.000,0.000,0.00,0.000,16.000,60,on_bump
51,77,10.224,6.16,182.91,0.300,0.0244,0.000,0.000,0.00,0.000,16.000,60,on_bump
52,78,10.373,6.21,148.74,0.300,0.0331,0.000,0.000,0.00,0.000,16.000,60,on_bump
53,80,10.608,6.01,76.64,0.300,-0.0280,0.000,0.000,0.00,0.000,16.000,61,on_bump
54,80,10.715,6.35,106.57,0.300,-0.0193,0.000,0.000,0.00,0.000,16.000,60,on_bump
55,82,11.039,6.02,103.27,0.300,-0.0106,0.000,0.000,0.00,0.000,16.000,60,on_bump
56,82,11.110,6.82,71.48,0.300,-0.0019,0.000,0.000,0.00,0.000,16.000,61,on_bump
57,84,11.432,6.45,94.74,0.300,0.0068,0.000,0.000,0.00,0.000,16.000,61,on_bump
58,84,11.485,7.68,53.09,0.300,0.0155,0.000,0.000,0.00,0.000,16.000,61,on_bump
59,86,11.751,7.29,115.64,0.300,0.0241,0.000,0.000,0.00,0.000,16.000,60,on_bump
60,87,11.838,7.71,86.95,0.300,0.0328,0.000,0.000,0.00,0.000,16.000,60,on_bump
61,89,12.043,7.42,71.67,0.300,-0.0283,0.000,0.000,0.00,0.000,16.000,60,on_bump
62,89,12.116,8.06,72.39,0.300,-0.0196,0.000,0.000,0.00,0.000,16.000,61,on_bump
63,91,12.332,7.71,85.71,0.300,-0.0109,0.000,0.000,0.00,0.000,16.000,61,on_bump
64,92,12.420,8.08,87.56,0.300,-0.0022,0.000,0.000,0.00,0.000,16.000,60,on_bump
65,93,12.611,7.79,66.35,0.300,0.0065,0.000,0.000,0.00,0.000,16.000,61,on_bump
66,94,12.693,8.24,81.33,0.300,0.0152,0.000,0.000,0.00,0.000,16.000,61,on_bump
67,96,12.921,7.86,81.79,0.300,0.0239,0.000,0.000,0.00,0.000,16.000,60,on_bump
68,97,13.005,8.25,84.60,0.300,0.0326,0.000,0.000,0.00,0.000,16.000,60,on_bump
69,98,13.204,7.93,69.58,0.300,-0.0286,0.000,0.000,0.00,0.000,16.000,61,on_bump
70,99,13.298,8.20,94.04,0.300,-0.0199,0.000,0.000,0.00,0.000,16.000,61,on_bump
71,101,13.607,7.70,128.34,0.300,-0.0112,0.000,0.000,0.00,0.000,16.000,60,on_bump
72,102,13.748,7.64,141.44,0.300,-0.0025,0.000,0.000,0.00,0.000,16.000,60,on_bump
73,103,13.942,7.39,58.00,0.300,0.0062,0.000,0.000,0.00,0.000,16.000,60,on_bump
74,104,14.052,7.56,109.33,0.300,0.0149,0.000,0.000,0.00,0.000,16.000,60,on_bump
75,106,14.288,7.23,77.89,0.300,0.0236,0.000,0.000,0.00,0.000,16.000,60,on_bump
76,107,14.381,7.58,92.96,0.300,0.0323,0.000,0.000,0.00,0.000,16.000,62,on_bump
77,108,14.581,7.32,70.51,0.300,-0.0288,0.000,0.000,0.00,0.000,16.000,60,on_bump
78,109,14.657,7.90,75.75,0.300,-0.0201,0.000,0.000,0.00,0.000,16.000,60,on_bump
79,111,14.892,7.54,90.96,0.300,-0.0114,0.000,0.000,0.00,0.000,16.000,60,on_bump
80,112,14.984,7.88,91.43,0.300,-0.0028,0.000,0.000,0.00,0.000,16.000,60,on_bump
81,114,15.196,7.56,72.08,0.300,0.0059,0.000,0.000,0.00,0.000,16.000,60,on_bump
82,114,15.275,8.07,79.02,0.300,0.0146,0.000,0.000,0.00,0.000,16.000,60,on_bump
83,116,15.547,7.63,119.23,0.300,0.0233,0.000,0.000,0.00,0.000,16.000,61,on_bump
84,117,15.647,7.86,100.44,0.300,0.0320,0.000,0.000,0.00,0.000,16.000,61,on_bump
85,119,15.892,7.48,93.78,0.300,-0.0291,0.000,0.000,0.00,0.000,16.000,60,on_bump
86,120,15.980,7.87,87.60,0.300,-0.0204,0.000,0.000,0.00,0.000,16.000,60,on_bump
87,121,16.176,7.59,78.33,0.300,-0.0117,0.000,0.000,0.00,0.000,16.000,60,on_bump
88,150,18.927,6.87,2750.68,0.300,-0.0030,0.000,0.000,0.00,0.000,16.000,60,on_bump
89,153,19.312,6.44,262.23,0.300,0.0057,0.000,0.000,0.00,0.000,16.000,60,on_bump
90,154,19.405,6.87,93.03,0.300,0.0144,0.000,0.000,0.00,0.000,16.000,61,on_bump
91,156,19.624,6.64,80.18,0.300,0.0230,0.000,0.000,0.00,0.000,16.000,60,on_bump
92,157,19.706,7.20,81.56,0.300,0.0317,0.000,0.000,0.00,0.000,16.000,60,on_bump
93,159,19.937,6.91,109.82,0.300,-0.0294,0.000,0.000,0.00,0.000,16.000,60,on_bump
94,159,20.014,7.52,76.83,0.300,-0.0207,0.000,0.000,0.00,0.000,16.000,60,on_bump
95,161,20.201,7.30,55.69,0.300,-0.0120,0.000,0.000,0.00,0.000,16.000,62,on_bump
96,161,20.272,7.98,70.81,0.300,-0.0033,0.000,0.000,0.00,0.000,16.000,60,on_bump
97,163,20.459,7.72,58.49,0.300,0.0054,0.000,0.000,0.00,0.000,16.000,60,on_bump
98,163,20.534,8.28,74.70,0.300,0.0141,0.000,0.000,0.00,0.000,16.000,60,on_bump
99,165,20.765,7.89,92.46,0.300,0.0228,0.000,0.000,0.00,0.000,16.000,60,on_bump
100,166,20.860,8.15,94.73,0.300,0.0315,0.000,0.000,0.00,0.000,16.000,60,on_bump
101,168,21.080,7.79,91.95,0.300,-0.0297,0.000,0.000,0.00,0.000,16.000,60,on_bump
102,168,21.157,8.32,76.25,0.300,-0.0210,0.000,0.000,0.00,0.000,16.000,60,on_bump
103,170,21.394,7.91,89.39,0.300,-0.0123,0.000,0.000,0.00,0.000,16.000,60,on_bump
104,171,21.492,8.14,97.55,0.300,-0.0036,0.000,0.000,0.00,0.000,16.000,60,on_bump
105,173,21.734,7.74,110.00,0.300,0.0051,0.000,0.000,0.00,0.000,16.000,60,on_bump
106,173,21.848,7.84,113.52,0.300,0.0138,0.000,0.000,0.00,0.000,16.000,60,on_bump
107,175,22.094,7.47,91.24,0.300,0.0225,0.000,0.000,0.00,0.000,16.000,61,on_bump
108,176,22.222,7.50,128.19,0.300,0.0312,0.000,0.000,0.00,0.000,16.000,60,on_bump
109,178,22.565,7.04,145.46,0.300,-0.0299,0.000,0.000,0.00,0.000,16.000,60,on_bump
110,179,22.689,7.14,123.67,0.300,-0.0212,0.000,0.000,0.00,0.000,16.000,60,on_bump
111,181,22.929,6.85,87.54,0.300,-0.0126,0.000,0.000,0.00,0.000,16.000,60,on_bump
112,182,23.051,6.98,122.70,0.300,-0.0039,0.000,0.000,0.00,0.000,16.000,61,on_bump
113,183,23.509,6.50,231.84,0.300,0.0048,0.000,0.000,0.00,0.000,16.000,61,on_bump
114,184,23.624,6.72,113.33,0.300,0.0135,0.000,0.000,0.00,0.000,16.000,61,on_bump
115,186,23.863,6.46,78.95,0.300,0.0222,0.000,0.000,0.00,0.000,16.000,61,on_bump
116,187,23.977,6.70,113.64,0.300,0.0309,0.000,0.000,0.00,0.000,16.000,60,on_bump
117,188,24.197,6.48,84.06,0.300,-0.0302,0.000,0.000,0.00,0.000,16.000,63,on_bump
118,189,24.293,6.87,95.98,0.300,-0.0215,0.000,0.000,0.00,0.000,16.000,61,on_bump
119,191,24.534,6.60,86.07,0.300,-0.0128,0.000,0.000,0.00,0.000,16.000,62,on_bump
120,192,24.644,6.85,109.68,0.300,-0.0041,0.000,0.000,0.00,0.000,16.000,61,on_bump
121,193,24.871,6.61,79.83,0.300,0.0046,0.000,0.000,0.00,0.000,16.000,60,on_bump
122,194,24.982,6.85,111.02,0.300,0.0132,0.001,0.000,0.00,0.030,15.999,60,on_bump
123,196,25.228,6.57,91.15,0.300,0.0219,0.036,0.000,0.00,0.217,15.964,67,on_bump
124,196,25.305,7.22,76.24,0.300,-0.0392,0.049,0.000,0.00,0.265,15.951,60,on_bump
125,197,25.506,6.99,44.11,0.300,-0.0305,0.120,-0.002,-1.97,0.380,15.880,60,
126,198,25.617,7.19,111.39,0.300,-0.0218,0.140,-0.003,-1.65,0.408,15.860,60,
127,199,25.832,6.94,53.57,0.304,-0.0131,0.231,-0.003,1.37,0.454,15.769,60,
128,199,25.879,8.35,47.21,0.304,-0.0044,0.231,-0.003,1.37,0.454,15.769,60,
129,200,26.075,8.03,38.59,0.300,0.0043,0.349,0.002,1.75,0.480,15.651,63,on_bump
130,201,26.128,9.10,53.28,0.330,0.0130,0.349,0.002,1.75,0.480,15.651,63,
131,201,26.295,8.78,21.49,0.300,-0.0481,0.395,0.003,2.47,0.448,15.605,60,
132,202,26.362,9.40,66.85,0.300,-0.0395,0.417,0.005,4.51,0.445,15.583,60,
133,203,26.534,9.04,34.20,0.300,-0.3100,0.504,0.018,9.82,0.433,15.496,63,
134,203,26.607,9.52,72.21,0.300,-0.0221,0.504,0.018,9.82,0.433,15.496,60,
135,204,26.809,9.06,47.63,0.300,-0.0134,0.569,0.026,3.61,0.424,15.431,61,
136,204,26.861,10.07,52.06,0.300,-0.0047,0.590,0.027,1.82,0.431,15.410,61,
137,206,27.060,9.57,60.11,0.300,0.0040,0.673,0.025,-1.76,0.385,15.327,62,
138,206,27.136,9.93,75.39,0.300,0.0127,0.693,0.025,0.00,0.394,15.307,63,
139,208,27.414,9.30,65.27,0.300,0.0214,0.781,0.026,0.00,0.449,15.219,68,
140,208,27.500,9.53,85.95,0.300,-0.0397,0.803,0.026,0.00,0.447,15.197,63,
141,209,27.776,8.94,72.57,0.300,-0.0310,0.890,0.025,0.00,0.424,15.110,63,
142,210,27.869,9.12,93.04,0.300,-0.0223,0.912,0.025,1.64,0.437,15.088,63,
143,211,28.075,8.69,63.95,0.300,0.0562,1.023,0.024,-2.64,0.415,14.977,66,on_bump
144,212,28.164,8.95,88.37,0.300,0.0649,1.044,0.023,-3.49,0.417,14.956,66,on_bump
145,213,28.353,8.58,58.23,0.300,0.2132,1.086,0.021,-3.06,0.422,14.914,65,on_bump
146,213,28.418,9.26,65.01,0.300,0.3615,1.107,0.020,-1.75,0.405,14.893,68,on_bump
147,215,28.623,8.82,55.40,0.300,0.2306,1.220,0.024,4.87,0.484,14.780,70,on_bump
148,215,28.691,9.41,67.85,0.300,0.1694,1.244,0.027,5.94,0.484,14.756,65,on_bump
149,216,28.876,9.01,26.88,0.340,0.1781,1.292,0.035,10.20,0.490,14.708,61,
150,216,28.908,11.27,31.47,0.355,0.1868,1.317,0.040,11.31,0.505,14.683,61,
151,217,29.077,10.73,20.52,0.366,-0.0139,1.392,0.057,13.14,0.516,14.608,60,
152,218,29.136,11.36,58.27,0.351,-0.0052,1.416,0.063,13.30,0.501,14.584,60,
153,219,29.309,10.80,42.31,0.336,0.0035,1.463,0.073,12.54,0.486,14.537,60,
154,219,29.361,11.65,51.74,0.336,-0.0577,1.463,0.073,12.54,0.486,14.537,60,
155,220,29.539,11.05,32.31,0.307,-0.0490,1.550,0.092,11.63,0.457,14.450,60,
156,221,29.612,11.31,72.93,0.318,-0.0403,1.573,0.096,11.38,0.468,14.427,60,
157,222,29.768,10.82,26.82,0.348,-0.0316,1.621,0.106,10.70,0.498,14.379,60,
158,222,29.826,11.48,57.11,0.348,-0.0229,1.621,0.106,10.70,0.498,14.379,60,
159,223,29.982,10.97,38.60,0.399,-0.0840,1.726,0.123,9.42,0.549,14.274,64,
160,223,29.992,19.96,9.72,0.300,0.0000,1.754,0.128,9.53,0.554,14.247,64,
161,224,30.169,18.53,45.42,0.375,-0.1309,1.834,0.142,10.12,0.525,14.167,62,
162,224,30.191,21.30,21.41,0.375,-0.1222,1.834,0.142,10.12,0.525,14.167,62,
163,225,30.353,19.79,17.68,0.371,-0.1135,1.886,0.151,10.35,0.521,14.115,60,
164,225,30.376,22.04,23.46,0.371,-0.1049,1.886,0.151,10.35,0.521,14.115,60,
165,226,30.548,20.42,20.07,0.350,-0.0962,1.960,0.166,11.19,0.500,14.041,61,
166,226,30.589,20.83,40.41,0.349,-0.0875,1.984,0.170,10.88,0.499,14.017,61,
167,227,30.765,19.32,17.87,0.352,-0.0788,2.033,0.179,9.15,0.502,13.968,60,
168,227,30.786,22.15,20.86,0.352,-0.1399,2.033,0.179,9.15,0.502,13.968,60,
169,228,30.945,20.56,19.44,0.374,-0.1312,2.110,0.187,5.73,0.524,13.891,60,
170,228,30.970,22.56,24.52,0.380,-0.1225,2.136,0.190,5.88,0.530,13.865,60,
171,229,31.143,20.88,19.88,0.389,-0.0440,2.216,0.199,7.37,0.539,13.785,60,
172,229,31.153,28.81,9.84,0.389,-0.0353,2.216,0.199,7.37,0.539,13.785,60,
173,230,31.318,26.54,7.95,0.300,0.0000,2.273,0.206,7.10,0.574,13.729,61,
174,230,31.322,49.62,3.65,0.300,0.0000,2.273,0.206,7.10,0.574,13.729,61,
175,231,31.492,45.24,19.59,0.381,-0.0611,2.355,0.216,6.93,0.531,13.647,60,
176,231,31.517,44.69,25.06,0.381,-0.0524,2.355,0.216,6.93,0.531,13.647,60,
177,232,31.687,40.81,24.18,0.378,-0.1135,2.458,0.233,10.74,0.528,13.544,61,
178,233,31.755,38.20,67.31,0.378,-0.1049,2.458,0.233,10.74,0.528,13.544,61,
179,234,31.932,34.94,42.43,0.339,-0.0962,2.507,0.241,8.48,0.489,13.495,60,
180,234,31.995,33.04,62.78,0.325,-0.1573,2.531,0.244,5.71,0.475,13.471,60,
181,235,32.170,30.30,32.89,0.323,-0.2184,2.623,0.242,-5.61,0.473,13.379,60,
182,236,32.236,28.79,65.91,0.340,-0.2097,2.648,0.239,-6.77,0.490,13.355,60,
183,237,32.397,26.53,44.38,0.310,-0.0614,2.695,0.232,-8.33,0.460,13.307,60,
184,237,32.453,25.68,54.50,0.310,0.0171,2.695,0.232,-8.33,0.460,13.307,60,
185,238,32.641,23.64,36.99,0.313,0.0258,2.805,0.213,-11.34,0.463,13.196,60,
186,239,32.707,22.80,65.57,0.313,0.0345,2.805,0.213,-11.34,0.463,13.196,60,
187,240,32.885,21.08,29.61,0.353,-0.0266,2.876,0.197,-13.84,0.503,13.125,60,
188,240,32.931,21.14,45.82,0.353,-0.0179,2.876,0.197,-13.84,0.503,13.125,60,
189,241,33.118,19.56,43.11,0.334,-0.0092,2.974,0.175,-10.60,0.484,13.027,60,
190,241,33.182,19.16,64.16,0.329,-0.0006,2.998,0.171,-9.63,0.479,13.003,60,
191,243,33.360,17.80,36.10,0.337,0.0081,3.046,0.164,-8.68,0.487,12.955,60,
192,243,33.425,17.55,65.60,0.337,0.0168,3.046,0.164,-8.68,0.487,12.955,60,
193,244,33.609,16.34,43.53,0.357,0.0255,3.167,0.141,-12.02,0.507,12.833,60,
194,244,33.644,17.57,34.66,0.357,0.0342,3.167,0.141,-12.02,0.507,12.833,60,
195,245,33.850,16.30,31.72,0.362,-0.0269,3.243,0.126,-9.82,0.512,12.758,60,
196,245,33.869,19.99,18.33,0.362,-0.0182,3.243,0.126,-9.82,0.512,12.758,60,
197,246,34.090,18.45,48.12,0.369,-0.0095,3.345,0.113,-6.63,0.519,12.655,60,
198,247,34.136,18.80,45.28,0.372,-0.0008,3.371,0.110,-6.77,0.522,12.629,60,
199,247,34.294,17.55,15.29,0.386,0.0079,3.424,0.103,-8.01,0.536,12.576,60,
200,247,34.303,26.75,9.01,0.386,0.0166,3.424,0.103,-8.01,0.536,12.576,60,
201,248,34.459,24.72,11.74,0.300,0.0000,3.505,0.087,-10.98,0.555,12.495,60,
202,248,34.464,39.64,5.12,0.300,0.0000,3.505,0.087,-10.98,0.555,12.495,60,
203,249,34.641,36.25,12.81,0.300,0.0000,3.617,0.068,-8.53,0.569,12.383,60,
204,249,34.643,73.86,2.30,0.300,0.0000,3.617,0.068,-8.53,0.569,12.383,60,
205,250,34.812,67.06,7.56,0.300,0.0000,3.645,0.064,-7.55,0.572,12.355,60,
206,250,34.817,83.76,3.85,0.300,0.0000,3.645,0.064,-7.55,0.572,12.355,60,
207,251,35.004,75.92,22.69,0.365,0.0087,3.752,0.050,-9.67,0.515,12.248,60,
208,251,35.033,71.73,28.94,0.365,0.0174,3.752,0.050,-9.67,0.515,12.248,60,
209,252,35.218,65.10,23.58,0.348,0.0261,3.850,0.029,-13.08,0.498,12.150,60,
210,253,35.283,60.13,64.76,0.348,0.0348,3.850,0.029,-13.08,0.498,12.150,60,
211,254,35.441,54.75,26.68,0.360,-0.0264,3.900,0.020,-10.49,0.510,12.100,60,
212,254,35.493,51.20,51.46,0.355,-0.0177,3.925,0.015,-9.42,0.505,12.075,60,
213,255,35.678,46.62,40.44,0.342,-0.0090,4.022,0.005,-4.62,0.492,11.978,60,
214,255,35.697,47.24,18.79,0.342,-0.0003,4.022,0.005,-4.62,0.492,11.978,60,
215,256,35.894,43.02,23.89,0.363,0.0084,4.073,0.000,-6.07,0.513,11.927,60,
216,256,35.918,42.85,24.01,0.376,0.0171,4.099,-0.003,-6.94,0.526,11.901,60,
217,257,36.089,39.15,20.23,0.391,0.0258,4.178,-0.015,-9.58,0.541,11.822,60,
218,257,36.115,39.01,26.36,0.391,-0.0353,4.178,-0.015,-9.58,0.541,11.822,60,
219,258,36.299,35.65,19.50,0.351,-0.0266,4.253,-0.028,-9.18,0.501,11.747,60,
220,258,36.328,35.56,28.59,0.351,-0.0179,4.253,-0.028,-9.18,0.501,11.747,60,
221,259,36.496,32.60,20.31,0.386,-0.0092,4.331,-0.040,-8.95,0.536,11.669,60,
222,260,36.539,31.65,43.15,0.386,-0.0006,4.331,-0.040,-8.95,0.536,11.669,60,
223,260,36.694,29.13,12.72,0.300,0.0000,4.437,-0.061,-12.91,0.552,11.563,60,
224,260,36.697,63.19,2.58,0.300,0.0000,4.437,-0.061,-12.91,0.552,11.563,60,
225,261,36.874,57.44,17.46,0.300,0.0000,4.492,-0.074,-13.32,0.557,11.509,60,
226,261,36.878,76.35,3.82,0.300,0.0000,4.492,-0.074,-13.32,0.557,11.509,60,
227,262,37.040,69.33,20.58,0.377,0.0087,4.569,-0.090,-10.31,0.527,11.431,60,
228,262,37.070,65.74,29.77,0.377,0.0174,4.569,-0.090,-10.31,0.527,11.431,60,
229,263,37.263,59.69,22.24,0.382,0.0261,4.674,-0.105,-7.06,0.532,11.326,60,
230,263,37.272,64.24,9.35,0.382,-0.0350,4.674,-0.105,-7.06,0.532,11.326,60,
231,264,37.463,58.34,27.59,0.393,-0.0264,4.728,-0.112,-8.65,0.543,11.273,60,
232,265,37.506,54.87,41.90,0.396,-0.0177,4.755,-0.117,-9.81,0.546,11.246,60,
233,265,37.645,50.10,10.72,0.300,0.0000,4.836,-0.134,-12.97,0.563,11.165,60,
234,265,37.648,79.03,2.80,0.300,0.0000,4.836,-0.134,-12.97,0.563,11.165,60,
235,266,37.816,71.72,7.76,0.300,0.0000,4.891,-0.147,-13.17,0.550,11.110,60,
236,266,37.820,89.18,3.89,0.300,0.0000,4.891,-0.147,-13.17,0.550,11.110,60,
237,267,38.002,80.81,20.72,0.371,0.0087,4.969,-0.160,-7.80,0.521,11.032,60,
238,267,38.025,77.12,22.62,0.371,0.0174,4.969,-0.160,-7.80,0.521,11.032,60,
239,269,38.301,69.77,79.91,0.345,0.0261,5.098,-0.172,-5.18,0.495,10.904,60,
240,269,38.369,64.26,68.15,0.345,0.0348,5.098,-0.172,-5.18,0.495,10.904,60,
241,269,38.532,58.45,22.29,0.329,-0.0264,5.172,-0.181,-7.15,0.479,10.830,60,
242,270,38.626,53.66,94.06,0.336,-0.0177,5.196,-0.184,-6.59,0.486,10.806,60,
243,271,38.921,48.64,65.53,0.367,-0.0090,5.321,-0.194,-3.81,0.517,10.680,60,
244,271,38.969,45.89,47.10,0.385,-0.0003,5.348,-0.196,-3.94,0.535,10.654,60,
245,272,39.233,41.68,28.73,0.300,0.0000,5.493,-0.205,-2.55,0.603,10.509,60,
246,272,39.248,44.22,14.72,0.300,0.0000,5.524,-0.206,-1.64,0.618,10.479,60,
247,273,39.515,40.17,18.68,0.300,0.0000,5.614,-0.204,1.19,0.574,10.388,60,
248,273,39.518,66.93,3.06,0.300,0.0000,5.614,-0.204,1.19,0.574,10.388,60,
249,274,39.818,60.57,73.14,0.333,0.0087,5.746,-0.207,-1.93,0.483,10.256,60,
250,275,39.907,55.64,88.36,0.333,0.0174,5.746,-0.207,-1.93,0.483,10.256,60,
251,276,40.087,50.63,39.61,0.330,-0.0437,5.841,-0.204,2.69,0.480,10.161,60,
252,276,40.154,47.06,66.98,0.333,-0.0350,5.866,-0.203,2.74,0.483,10.136,60,
253,277,40.345,42.87,30.04,0.347,-0.0264,5.940,-0.201,0.00,0.497,10.062,60,
254,277,40.378,41.69,32.08,0.347,-0.0177,5.940,-0.201,0.00,0.497,10.062,60,
255,278,40.568,38.05,31.89,0.353,-0.0090,6.041,-0.201,0.00,0.503,9.962,60,
256,278,40.593,38.23,24.87,0.353,-0.0003,6.041,-0.201,0.00,0.503,9.962,60,
257,279,40.799,34.90,37.96,0.367,0.0084,6.141,-0.197,3.45,0.517,9.861,60,
258,279,40.832,34.47,32.41,0.367,0.0171,6.141,-0.197,3.45,0.517,9.861,60,
259,280,41.011,31.58,22.47,0.370,-0.0440,6.219,-0.193,3.29,0.520,9.783,60,
260,280,41.044,31.53,32.06,0.370,-0.0353,6.219,-0.193,3.29,0.520,9.783,60,
261,281,41.230,28.91,12.54,0.300,0.0000,6.330,-0.188,2.40,0.569,9.672,60,
262,281,41.233,61.26,2.66,0.300,0.0000,6.330,-0.188,2.40,0.569,9.672,60,
263,282,41.418,55.68,27.01,0.369,0.0087,6.384,-0.185,2.46,0.519,9.618,60,
264,283,41.459,52.56,40.39,0.369,0.0174,6.384,-0.185,2.46,0.519,9.618,60,
265,284,41.645,47.84,56.03,0.315,-0.0437,6.479,-0.181,2.41,0.465,9.523,60,
266,284,41.700,44.86,55.26,0.315,-0.0350,6.479,-0.181,2.41,0.465,9.523,60,
267,285,41.873,40.95,23.54,0.343,-0.0264,6.551,-0.178,3.18,0.493,9.451,60,
268,285,41.895,41.41,21.79,0.343,-0.0177,6.551,-0.178,3.18,0.493,9.451,60,
269,286,42.079,37.81,22.25,0.371,-0.0090,6.654,-0.172,2.58,0.521,9.348,60,
270,286,42.115,36.78,36.32,0.371,-0.0003,6.654,-0.172,2.58,0.521,9.348,60,
271,287,42.288,33.68,17.36,0.300,0.0000,6.764,-0.169,1.56,0.591,9.238,60,
272,287,42.292,58.17,3.46,0.300,0.0000,6.764,-0.169,1.56,0.591,9.238,60,
